ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyNumber,RiderNumber,SumAssured,CoverageType,BenefitStatus,PremiumStatus,BenefitRiskCessationDate,BenefitPremiumCessationDate
01/11/2023 14:29:30,01/11/2023 06:39:13,624680,Q500010066,14537375,0,0,Main Coverage,Matured,Matured,01/06/2014,01/03/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,624681,Q500010067,14533953,0,0,Main Coverage,Surrendered,Surrendered,01/09/2019,01/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,624684,Q500010077,14540339,0,0,Main Coverage,Surrendered,Surrendered,03/06/2026,03/05/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,625199,Q500010976,14541217,0,0,Main Coverage,Surrendered,Surrendered,08/06/2016,08/05/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,625272,Q500011124,14563168,0,0,Main Coverage,Surrendered,Surrendered,08/12/2036,07/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,625308,Q500011220,14573797,0,0,Main Coverage,Surrendered,Surrendered,01/07/2031,01/06/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,625332,Q500011272,14574485,0,0,Main Coverage,Matured,Matured,02/06/2011,02/05/2011
01/11/2023 14:29:30,01/11/2023 06:39:13,625454,Q500011469,14575488,0,0,,In Force,Premium Paying,07/06/2024,07/06/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,625455,Q500011470,14575445,0,0,Main Coverage,Surrendered,Surrendered,14/04/2039,14/03/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,625505,Q500011555,14576097,0,0,Main Coverage,Surrendered,Surrendered,28/06/2031,28/03/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,625531,Q500011595,14576987,0,0,Main Coverage,Matured,Matured,22/09/2014,22/08/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,625597,Q500011715,14573123,0,0,Main Coverage,Surrendered,Surrendered,01/06/2031,01/03/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,625691,Q500011885,14580251,0,0,Main Coverage,Surrendered,Surrendered,26/06/2026,26/05/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,625733,Q500011959,14586651,0,0,Main Coverage,Surrendered,Surrendered,19/02/2040,20/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,625734,Q500011960,14580723,0,0,Main Coverage,Matured,Matured,01/07/2011,01/06/2011
01/11/2023 14:29:30,01/11/2023 06:39:13,170524,Q500012103,14581690,0,0,Main Coverage,Surrendered,,07/07/2021,07/06/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,625853,Q500012188,14583558,0,0,Main Coverage,Surrendered,Surrendered,03/08/2021,03/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,625854,Q500012189,14583587,0,0,,In Force,Premium Paying,01/07/2026,01/07/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,625898,Q500012247,14584420,0,0,Main Coverage,Surrendered,Surrendered,01/07/2026,01/06/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,626033,Q500012462,14593800,0,0,Main Coverage,Surrendered,Surrendered,15/07/2013,15/06/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,626034,Q500012463,14593921,0,0,,In Force,Premium Paying,09/06/2031,09/06/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,626035,Q500012465,14593791,0,0,,In Force,Premium Paying,24/05/2029,24/05/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,626061,Q500012509,14596563,0,0,,In Force,Premium Paying,15/09/2031,15/09/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,450115,Q500012533,14632414,0,0,Main Coverage,Surrendered,Unknown,01/08/2024,01/07/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,626110,Q500012584,14598811,0,0,,In Force,Premium Paying,17/11/2024,17/11/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,626280,Q500012871,14615268,0,0,Main Coverage,Matured,Matured,01/08/2016,01/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,626281,Q500012872,14613358,0,0,Main Coverage,Surrendered,Surrendered,01/08/2021,01/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,626335,Q500012983,14623481,0,0,Main Coverage,Surrendered,Surrendered,17/02/2036,18/01/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,626364,Q500013042,14625351,0,0,Main Coverage,Surrendered,Surrendered,18/03/2033,03/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,626994,Q500014022,14665336,0,0,Main Coverage,Surrendered,Surrendered,01/09/2016,01/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,626995,Q500014023,14665785,0,0,Main Coverage,Surrendered,Surrendered,12/05/2044,01/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,174365,Q500014081,14669316,0,0,Main Coverage,Matured,,16/08/2013,16/07/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,174498,Q500014195,14673457,0,0,Main Coverage,Surrendered,,01/09/2031,
01/11/2023 14:29:30,01/11/2023 06:39:13,175791,Q500014906,14714933,0,0,Main Coverage,Surrendered,Surrendered,19/09/2016,19/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,367702,Q500015014,14729710,0,0,Main Coverage,Surrendered,,18/09/2030,18/08/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,176756,Q500015925,14747035,0,0,Main Coverage,Surrendered,Surrendered,31/10/2031,31/07/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,177538,Q500016019,14766773,0,0,Main Coverage,Death,Unknown,31/08/2023,01/08/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,177775,Q500016105,14772329,0,0,Main Coverage,Surrendered,Surrendered,01/11/2026,01/10/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,178108,Q500016275,14780800,0,0,,Surrendered,Surrendered,02/11/2018,02/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,178109,Q500016276,14780653,0,0,Main Coverage,Surrendered,Surrendered,18/09/2026,18/06/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,177546,Q500016277,14764584,0,0,,Surrendered,Surrendered,14/03/2022,14/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,178033,Q500016278,14778846,0,0,Main Coverage,Surrendered,Surrendered,11/01/2017,11/12/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,627979,Q500017139,14821139,0,0,Main Coverage,Surrendered,Surrendered,15/11/2027,15/10/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,179367,Q500017377,14821280,0,0,,In Force,Premium Paying,03/12/2031,03/12/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,627981,Q500017720,14853214,0,0,Main Coverage,Surrendered,Surrendered,11/12/2025,11/11/2025
01/11/2023 14:29:30,01/11/2023 06:39:13,627982,Q500017812,14839656,0,0,Main Coverage,Surrendered,Surrendered,02/12/2016,02/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,180279,Q500017927,14848644,0,0,,In Force,Premium Paying,02/12/2026,02/12/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,489288,Q500018092,14851515,0,0,Main Coverage,Surrendered,Surrendered,30/11/2031,30/10/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,181206,Q500018479,14869512,0,0,Main Coverage,Surrendered,Surrendered,01/10/2028,01/09/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,181388,Q500018595,14874621,0,0,,In Force,Premium Paying,15/12/2031,15/12/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,627984,Q500018677,14885613,0,0,Main Coverage,Surrendered,Surrendered,08/01/2017,08/12/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,181662,Q500018725,14884091,0,0,Main Coverage,Surrendered,Surrendered,02/01/2027,02/12/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,627985,Q500018829,14937468,0,0,Main Coverage,Surrendered,Surrendered,10/02/2017,10/01/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,627986,Q500019378,14926205,0,0,,In Force,Premium Paying,01/02/2032,01/02/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,367787,Q500019427,14911608,0,0,,In Force,Premium Paying,05/02/2032,05/02/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,183003,Q500019455,14913578,0,0,Main Coverage,Surrendered,Surrendered,28/01/2027,28/10/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,183507,Q500019697,14929022,0,0,Main Coverage,Surrendered,Surrendered,01/04/2027,01/03/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,183711,Q500019874,14935315,0,0,,Surrendered,Surrendered,09/02/2032,09/02/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,186771,Q500021172,15002257,0,0,Main Coverage,Surrendered,Surrendered,02/06/2032,02/05/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,189715,Q500023031,15079885,0,0,Main Coverage,Surrendered,Surrendered,15/06/2027,15/05/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,190703,Q500023810,15109496,0,0,Main Coverage,Surrendered,Surrendered,01/05/2023,01/04/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,627992,Q500026718,15189349,0,0,Main Coverage,Surrendered,Surrendered,10/06/2032,10/05/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,486205,Q500029890,15240957,0,0,,In Force,Premium Paying,16/04/2055,16/04/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,198606,Q500030046,15236315,0,0,,In Force,Premium Paying,12/06/2032,12/06/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,198607,Q500030047,15236114,0,0,Main Coverage,Surrendered,,29/06/2022,23/06/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,483166,Q500030843,15249473,0,0,Main Coverage,Surrendered,Surrendered,01/08/2018,01/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,201023,Q500031920,15269933,0,0,Main Coverage,Surrendered,Surrendered,30/06/2032,30/05/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,627996,Q500032977,15314585,0,0,Main Coverage,Surrendered,Surrendered,06/09/2027,06/08/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,432086,Q500035105,15334219,0,0,Main Coverage,Surrendered,Surrendered,13/02/2054,13/01/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,419990,Q500035869,15346224,0,0,Main Coverage,Surrendered,Surrendered,05/10/2031,05/09/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,377644,Q500038379,15397989,0,0,,In Force,Premium Paying,31/10/2032,31/10/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,628000,Q500038381,15406303,0,0,Main Coverage,Surrendered,Surrendered,01/11/2032,01/10/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,628001,Q500038709,15406106,0,0,,In Force,Premium Paying,06/11/2031,06/11/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,628002,Q500038722,15416431,0,0,Main Coverage,Surrendered,Surrendered,28/02/2024,28/01/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,363689,Q500039174,15415986,0,0,Main Coverage,Surrendered,Surrendered,09/11/2021,09/10/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,456684,Q500039190,15423939,0,0,Main Coverage,Surrendered,Surrendered,12/11/2032,12/10/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,628004,Q500039644,15432418,0,0,,In Force,Premium Paying,16/11/2032,16/11/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,628005,Q500039950,15442398,0,0,,In Force,Premium Paying,15/11/2031,15/11/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,628006,Q500041394,15463753,0,0,Main Coverage,Surrendered,Surrendered,05/12/2026,05/11/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,628007,Q500041413,15463443,0,0,Main Coverage,Surrendered,Surrendered,05/12/2016,05/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,306022,Q500041982,15463518,0,0,Main Coverage,Surrendered,Surrendered,01/12/2022,01/11/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,281207,Q500044728,15498714,0,0,Main Coverage,Surrendered,,28/12/2023,25/12/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628014,Q500044817,15508492,0,0,Main Coverage,Surrendered,Surrendered,03/01/2022,03/12/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628019,Q500048618,15553978,0,0,,In Force,Premium Paying,06/02/2033,06/02/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628020,Q500048619,15553932,0,0,Main Coverage,Surrendered,Surrendered,18/02/2021,18/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,293717,Q500049391,15568246,0,0,Main Coverage,Surrendered,Surrendered,01/03/2033,01/02/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,282285,Q500050486,15575575,0,0,Main Coverage,Surrendered,Surrendered,22/02/2029,22/01/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,628022,Q500050487,15575485,0,0,Main Coverage,Surrendered,Surrendered,22/09/2031,21/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,351558,Q500051169,15580455,0,0,Main Coverage,Surrendered,,08/02/2031,08/01/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,292576,Q500052468,15595701,0,0,Main Coverage,Surrendered,Surrendered,04/03/2028,04/02/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,628024,Q500052471,15594497,0,0,Main Coverage,Surrendered,Surrendered,17/03/2027,17/02/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,628028,Q500053761,15615881,0,0,,In Force,Premium Paying,11/03/2030,11/03/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,628029,Q500055742,15627573,0,0,Main Coverage,Surrendered,Surrendered,12/06/2033,20/02/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628030,Q500056616,15638162,0,0,Main Coverage,Surrendered,Surrendered,01/10/2023,01/09/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628033,Q500057667,15642880,0,0,Main Coverage,Surrendered,Surrendered,01/04/2033,01/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628034,Q500057668,15642766,0,0,Main Coverage,Surrendered,Surrendered,01/04/2033,01/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628035,Q500057670,15643236,0,0,Main Coverage,Surrendered,Surrendered,07/04/2028,07/03/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,628036,Q500057671,15642716,0,0,Main Coverage,Surrendered,Surrendered,14/08/2028,14/04/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,292199,Q500058818,15654244,0,0,Main Coverage,Surrendered,Surrendered,14/04/2028,14/03/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,296749,Q500059633,15657335,0,0,Main Coverage,Surrendered,Surrendered,01/05/2033,01/04/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628039,Q500059634,15657732,0,0,,In Force,Premium Paying,10/04/2024,10/04/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,628040,Q500059642,15666253,0,0,,In Force,Premium Paying,16/04/2029,16/04/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,469857,Q500059828,15660856,0,0,Main Coverage,Surrendered,Surrendered,05/04/2023,05/03/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628044,Q500064056,15712424,0,0,Main Coverage,Surrendered,Surrendered,01/06/2033,01/05/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,292581,Q500064091,15728859,0,0,Main Coverage,Surrendered,Surrendered,28/05/2030,28/11/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,628046,Q500066432,15712394,0,0,Main Coverage,Surrendered,Surrendered,04/06/2033,04/05/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628047,Q500066442,15721526,0,0,Main Coverage,Surrendered,Surrendered,04/06/2026,04/05/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,628049,Q500067253,15721847,0,0,,In Force,Premium Paying,23/05/2029,23/05/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,628053,Q500068845,15739016,0,0,Main Coverage,Surrendered,Surrendered,04/06/2033,04/05/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628056,Q500069478,15742419,0,0,Main Coverage,Surrendered,Surrendered,10/06/2033,10/05/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628058,Q500073266,15770260,0,0,Main Coverage,Surrendered,Surrendered,01/07/2032,01/06/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,373372,Q500076074,15791794,0,0,Main Coverage,Surrendered,Surrendered,14/07/2032,14/06/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,628062,Q500079468,15826702,0,0,Main Coverage,Surrendered,Surrendered,15/08/2033,15/07/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,305477,Q500079476,15806766,0,0,,In Force,Premium Paying,29/07/2029,29/07/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,300513,Q500079477,15809154,0,0,,In Force,Premium Paying,29/07/2029,29/07/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,320958,Q500080455,15830820,0,0,Main Coverage,Surrendered,,19/08/2025,
01/11/2023 14:29:30,01/11/2023 06:39:13,628067,Q500081381,15834743,0,0,Main Coverage,Surrendered,Surrendered,20/08/2033,20/07/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,450561,Q500082499,15833748,0,0,Main Coverage,Surrendered,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,628068,Q500086056,15871801,0,0,Main Coverage,Surrendered,Surrendered,01/10/2033,01/09/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,281214,Q500086078,15872291,0,0,Main Coverage,Surrendered,Surrendered,01/10/2031,01/09/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,628071,Q500087329,15879816,0,0,Main Coverage,Surrendered,Surrendered,19/03/2044,02/09/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628072,Q500088997,15896317,0,0,,In Force,Premium Paying,01/11/2031,01/11/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,628074,Q500090206,15901008,0,0,,In Force,Premium Paying,01/11/2033,01/11/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628077,Q500091698,15939771,0,0,,In Force,Premium Paying,25/11/2026,25/11/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,297232,Q500091967,15951404,0,0,,In Force,Premium Paying,12/12/2033,12/12/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628080,Q500092653,15961967,0,0,Main Coverage,Surrendered,Surrendered,15/12/2027,15/11/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,628081,Q500092872,15948899,0,0,Main Coverage,Surrendered,Surrendered,05/01/2034,05/12/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,279991,Q500096238,16007957,0,0,,In Force,Premium Paying,09/02/2025,09/02/2025
01/11/2023 14:29:30,01/11/2023 06:39:13,628084,Q500098411,16023902,0,0,,In Force,Premium Paying,02/03/2029,02/03/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,408868,Q500099647,16028182,0,0,,In Force,Premium Paying,15/01/2027,15/01/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,628085,Q500100399,16032635,0,0,Main Coverage,Surrendered,Surrendered,04/03/2021,04/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628089,Q500103275,16057546,0,0,Main Coverage,Surrendered,Surrendered,02/04/2023,02/03/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,297182,Q500104299,16063143,0,0,Main Coverage,Surrendered,Surrendered,15/01/2036,06/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628090,Q500104690,16067698,0,0,Main Coverage,Surrendered,Surrendered,22/04/2032,22/03/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,298020,Q500104691,16065245,0,0,Main Coverage,Surrendered,Surrendered,06/05/2034,06/04/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628091,Q500106880,16084709,0,0,Main Coverage,Surrendered,Surrendered,27/04/2034,27/03/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628092,Q500106882,16084795,0,0,Main Coverage,Surrendered,Surrendered,01/05/2033,01/04/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,628096,Q500110008,16131488,0,0,Main Coverage,Surrendered,Surrendered,04/06/2034,04/05/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628098,Q500110246,16123125,0,0,Main Coverage,Surrendered,Surrendered,02/06/2027,02/05/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,628100,Q500111936,16131506,0,0,Main Coverage,Surrendered,Surrendered,25/06/2024,25/05/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,373960,Q500112229,16148281,0,0,,In Force,Premium Paying,02/07/2031,02/07/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,903284,Q500112406,16134992,0,0,Main Coverage,Surrendered,Surrendered,29/06/2026,29/05/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,307696,Q500112464,16136255,1,500000,Additional Life Cover,Lapsed,,14/10/2019,15/09/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,308634,Q500112889,16142412,0,0,Main Coverage,Surrendered,Surrendered,13/07/2029,13/06/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,308635,Q500112890,16142496,0,0,Main Coverage,Surrendered,Surrendered,25/06/2034,25/05/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628101,Q500113912,16194364,0,0,,In Force,Premium Paying,08/08/2034,08/08/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,327995,Q500113913,16290670,0,0,Main Coverage,Surrendered,Surrendered,13/11/2034,12/11/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628103,Q500115550,16149054,0,0,Main Coverage,Surrendered,Surrendered,02/07/2024,02/06/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,311389,Q500116029,16155806,0,0,,In Force,Premium Paying,03/07/2034,03/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,474683,Q500116302,16158465,0,0,,In Force,Premium Paying,14/07/2034,14/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,312234,Q500116990,16159933,0,0,,In Force,Premium Paying,06/07/2034,06/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628105,Q500117850,16168278,0,0,,In Force,Premium Paying,31/07/2034,31/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628106,Q500120244,16188959,0,0,Main Coverage,Surrendered,Surrendered,06/07/2031,06/06/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,318664,Q500122472,16204429,0,0,,In Force,Premium Paying,24/08/2034,24/08/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628107,Q500122754,16208197,0,0,,In Force,Premium Paying,05/09/2030,05/09/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,628108,Q500127012,16279852,0,0,Main Coverage,Surrendered,Surrendered,09/11/2031,09/10/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,628109,Q500127512,16227453,0,177031,,Lapsed,Lapsed,15/02/2028,15/02/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,628110,Q500127875,16284466,0,0,Main Coverage,Surrendered,Surrendered,29/12/2019,29/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,322479,Q500128694,16236388,0,0,Main Coverage,Surrendered,Surrendered,24/09/2029,24/08/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,326901,Q500129950,16280885,0,0,,In Force,Premium Paying,01/10/2034,01/10/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628111,Q500130322,16261363,0,0,,In Force,Premium Paying,01/12/2034,01/12/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,476752,Q500130653,16266626,0,0,Main Coverage,Surrendered,,02/10/2019,
01/11/2023 14:29:30,01/11/2023 06:39:13,325544,Q500130888,16269438,0,0,Main Coverage,Surrendered,Surrendered,27/10/2029,27/09/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,325819,Q500130955,16270651,0,0,Main Coverage,Surrendered,Surrendered,04/11/2019,04/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,867481,Q500130956,16270474,0,0,,In Force,Premium Paying,20/10/2034,20/10/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,628114,Q500131245,16280932,0,0,,In Force,Premium Paying,02/11/2034,02/11/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,326960,Q500131616,16281165,0,0,,In Force,Premium Paying,03/11/2034,03/11/2034
